Age,Gender,Weather,Occasion,Strength,Preferred_Scent
0.857142857142857,0,2,2,1,2
0.9047619047619047,0,1,2,0,2
0.9523809523809523,0,1,2,2,1
0.16666666666666669,0,2,1,2,2
0.7619047619047619,1,1,1,1,0
0.5476190476190477,1,0,3,1,3
0.7857142857142856,1,0,1,1,3
0.8809523809523809,1,2,3,0,3
0.6666666666666665,0,2,1,1,0
0.4761904761904761,0,2,3,1,1
0.49999999999999994,1,0,2,2,0
0.28571428571428564,0,1,1,1,2
0.35714285714285715,1,0,1,1,3
0.11904761904761901,1,1,1,2,0
0.9999999999999998,1,2,2,1,1
0.8333333333333333,1,2,1,1,2
0.3333333333333333,0,0,3,1,2
0.8809523809523809,1,1,3,1,2
0.2619047619047619,1,1,3,1,0
0.07142857142857145,1,0,3,2,3
0.7380952380952379,0,1,2,1,2
0.49999999999999994,0,1,2,1,0
0.09523809523809518,1,2,0,2,3
0.07142857142857145,0,1,2,0,1
0.16666666666666669,1,0,3,2,3
0.6666666666666665,1,0,1,1,3
0.07142857142857145,0,1,3,1,2
0.6666666666666665,1,2,0,0,0
0.42857142857142855,1,1,3,1,3
0.9523809523809523,0,2,0,2,2
0.21428571428571425,1,1,0,0,0
0.4523809523809524,1,2,0,1,3
0.5952380952380951,1,0,1,1,2
0.047619047619047616,1,0,2,2,2
0.11904761904761901,0,0,0,2,1
0.857142857142857,0,1,1,2,1
0.4047619047619047,0,0,1,2,1
0.11904761904761901,1,2,1,1,2
0.14285714285714285,0,2,1,2,3
0.9999999999999998,1,0,0,1,0
0.380952380952381,1,1,1,2,1
0.0,1,2,0,0,0
0.9285714285714284,1,0,1,0,3
0.8333333333333333,0,2,1,2,1
0.02380952380952378,0,0,3,1,3
0.8333333333333333,1,1,3,0,3
0.16666666666666669,0,2,2,2,2
0.6190476190476188,1,2,3,1,3
0.5714285714285714,0,0,3,0,3
0.6190476190476188,1,0,2,0,3
0.4523809523809524,1,1,1,2,1
0.49999999999999994,1,2,2,0,1
0.35714285714285715,1,1,1,0,0
0.7142857142857142,1,2,3,1,1
0.19047619047619052,1,1,1,0,0
0.6904761904761905,0,0,3,1,1
0.21428571428571425,0,2,2,1,2
0.7380952380952379,0,0,0,0,3
0.42857142857142855,0,0,0,1,1
0.9523809523809523,0,2,3,2,3
0.02380952380952378,0,2,0,1,0
0.6428571428571428,0,1,1,2,1
0.2619047619047619,0,1,0,2,3
0.9285714285714284,0,2,3,0,3
0.380952380952381,1,2,0,1,1
0.8095238095238095,0,1,1,1,1
0.4523809523809524,1,0,2,1,3
0.28571428571428564,1,2,0,0,0
0.5238095238095237,1,0,2,0,1
0.9999999999999998,1,2,0,2,1
0.07142857142857145,1,2,3,2,1
0.3333333333333333,0,0,2,2,3
0.9999999999999998,0,0,0,2,1
0.4523809523809524,1,1,2,2,0
0.42857142857142855,1,0,1,0,3
0.8095238095238095,1,0,2,0,3
0.7142857142857142,1,0,2,0,3
0.09523809523809518,0,1,1,2,2
0.5952380952380951,0,2,0,1,2
0.380952380952381,1,0,2,0,3
0.7142857142857142,0,0,2,2,2
0.09523809523809518,1,0,2,2,3
0.19047619047619052,0,1,2,1,0
0.8095238095238095,1,0,3,1,3
0.7380952380952379,1,2,0,2,1
0.6666666666666665,1,1,2,0,1
0.5476190476190477,1,1,1,1,2
0.16666666666666669,1,1,3,2,3
0.02380952380952378,0,2,3,0,3
0.3095238095238095,0,0,3,2,3
0.11904761904761901,1,1,3,1,3
0.21428571428571425,0,0,2,0,0
0.02380952380952378,0,1,2,0,0
0.02380952380952378,0,2,0,0,2
0.7857142857142856,0,0,0,1,2
0.5476190476190477,0,2,3,2,0
0.5155383438515968,1,2,0,0,1
0.5952380952380951,1,0,0,1,3
0.6666666666666665,0,1,2,2,0
0.7857142857142856,1,2,1,0,1
0.16666666666666669,0,2,1,0,2
0.6904761904761905,1,2,0,1,3
0.9999999999999998,1,2,3,2,1
0.09523809523809518,0,1,0,1,0
0.5476190476190477,0,0,0,2,1
0.8333333333333333,1,0,0,1,3
0.9999999999999998,1,0,0,1,3
0.5238095238095237,0,0,3,0,3
0.3333333333333333,0,2,2,0,2
0.857142857142857,0,2,0,2,1
0.4047619047619047,0,1,2,2,3
0.49999999999999994,1,1,3,0,3
0.5952380952380951,0,1,0,0,2
0.3095238095238095,1,0,1,1,2
0.4523809523809524,1,0,0,0,0
0.9285714285714284,0,0,0,1,2
0.6428571428571428,1,0,1,1,3
0.7619047619047619,0,2,1,0,2
0.8809523809523809,1,0,2,0,2
0.9047619047619047,0,1,3,1,1
0.19047619047619052,1,2,2,0,0
0.7619047619047619,1,1,1,2,0
0.02380952380952378,1,1,2,2,0
0.5952380952380951,1,2,0,1,0
0.4761904761904761,0,0,1,2,1
0.7857142857142856,0,2,2,2,2
0.49999999999999994,0,1,0,2,1
0.5238095238095237,1,0,3,0,3
0.380952380952381,0,1,3,2,0
0.9523809523809523,1,2,1,2,1
0.857142857142857,1,0,2,0,3
0.7142857142857142,1,0,2,1,3
0.5238095238095237,0,2,1,1,2
0.5476190476190477,1,1,0,2,1
0.5714285714285714,1,0,0,1,1
0.857142857142857,0,2,1,2,2
0.07142857142857145,1,1,2,2,0
0.976190476190476,0,1,3,2,3
0.6666666666666665,0,2,2,1,2
0.49999999999999994,0,0,2,0,2
0.8333333333333333,1,2,2,2,1
0.9047619047619047,0,2,0,2,1
0.5238095238095237,1,0,1,0,3
0.19047619047619052,0,0,1,2,2
0.5476190476190477,1,1,3,1,1
0.7380952380952379,0,1,3,0,0
0.14285714285714285,0,0,2,2,0
0.5714285714285714,0,1,3,2,1
0.23809523809523808,1,1,1,1,2
0.35714285714285715,1,0,2,2,3
0.3333333333333333,0,2,1,0,2
0.857142857142857,1,2,2,1,2
0.6190476190476188,0,1,3,1,0
0.7142857142857142,1,0,0,2,1
0.16666666666666669,1,1,3,1,0
0.7619047619047619,0,2,0,0,1
0.5238095238095237,0,2,0,1,2
0.35714285714285715,1,1,2,0,0
0.14285714285714285,1,1,3,0,0
0.7142857142857142,0,0,1,1,3
0.11904761904761901,0,2,3,0,2
0.9047619047619047,1,1,2,0,0
0.07142857142857145,0,2,1,0,0
0.7380952380952379,0,0,3,2,3
0.6428571428571428,0,0,2,0,2
0.2619047619047619,0,0,2,0,1
0.5476190476190477,1,0,0,1,3
0.5238095238095237,0,0,0,2,1
0.49999999999999994,0,1,2,2,2
0.976190476190476,0,0,1,2,1
0.2619047619047619,0,1,1,0,0
0.047619047619047616,0,1,2,1,2
0.8095238095238095,1,2,0,2,3
0.5238095238095237,0,0,2,1,2
0.5476190476190477,1,2,1,1,2
0.2619047619047619,1,0,1,1,1
0.7857142857142856,1,1,1,0,2
0.2619047619047619,1,2,0,0,0
0.42857142857142855,1,2,1,0,1
0.5238095238095237,1,1,2,2,1
0.4047619047619047,0,1,1,1,2
0.23809523809523808,0,1,1,0,0
0.35714285714285715,1,2,1,2,0
0.21428571428571425,1,2,2,1,3
0.857142857142857,0,0,2,1,2
0.4047619047619047,0,1,0,2,0
0.7857142857142856,1,0,0,1,3
0.6666666666666665,0,0,2,2,1
0.6666666666666665,0,0,2,2,2
0.09523809523809518,1,2,3,2,3
0.9523809523809523,0,2,3,0,1
0.19047619047619052,0,2,0,1,2
0.5476190476190477,1,0,3,2,1
0.09523809523809518,1,2,1,2,3
0.6190476190476188,0,1,2,2,0
0.6904761904761905,1,1,3,0,3
0.07142857142857145,0,0,3,1,2
0.4761904761904761,0,2,2,0,2
0.9523809523809523,1,1,2,2,1
0.7619047619047619,0,0,3,0,3
0.9047619047619047,1,0,0,0,0
0.976190476190476,1,0,3,2,3
0.9523809523809523,0,2,2,2,1
0.7142857142857142,0,0,1,1,2
0.07142857142857145,0,2,1,1,2
0.49999999999999994,0,2,2,2,1
0.4761904761904761,0,2,0,1,2
0.21428571428571425,0,1,2,1,2
0.6190476190476188,0,1,2,2,1
0.28571428571428564,0,2,1,1,1
0.7380952380952379,0,1,1,2,1
0.35714285714285715,0,0,2,0,0
0.7380952380952379,1,2,0,0,2
0.380952380952381,1,2,2,0,2
0.857142857142857,0,2,2,0,2
0.6666666666666665,1,0,0,0,1
0.5952380952380951,1,2,2,0,2
0.7619047619047619,1,0,0,0,0
0.49999999999999994,1,0,1,0,3
0.7619047619047619,0,2,2,0,2
0.9285714285714284,1,0,2,2,1
0.8095238095238095,1,0,2,1,3
0.9523809523809523,0,0,1,1,1
0.8809523809523809,0,0,0,2,1
0.16666666666666669,0,1,1,1,2
0.6190476190476188,0,2,1,2,1
0.19047619047619052,0,0,2,2,2
0.5714285714285714,1,1,1,2,1
0.5238095238095237,1,0,1,0,1
0.4047619047619047,1,1,2,1,2
0.7380952380952379,1,2,2,2,1
0.4047619047619047,1,1,1,1,1
0.21428571428571425,1,1,2,2,0
0.6666666666666665,1,0,1,0,3
0.8095238095238095,1,0,2,0,2
0.8809523809523809,0,1,0,2,1
0.3333333333333333,0,1,0,1,0
0.7142857142857142,0,0,3,0,1
0.23809523809523808,1,0,1,1,3
0.42857142857142855,1,2,0,0,3
0.3333333333333333,0,1,1,0,1
0.047619047619047616,1,2,3,2,1
0.42857142857142855,0,1,2,2,1
0.49999999999999994,1,2,1,0,1
0.6904761904761905,1,1,0,1,0
0.6904761904761905,1,0,3,0,3
0.42857142857142855,0,1,1,1,2
0.11904761904761901,1,0,0,0,1
0.7142857142857142,1,1,0,1,0
0.6666666666666665,1,2,2,2,1
0.0,1,0,2,2,2
0.9999999999999998,0,2,2,0,2
0.7619047619047619,1,0,0,2,1
0.42857142857142855,1,0,3,0,1
0.7142857142857142,0,2,2,1,2
0.7142857142857142,0,1,0,2,2
0.5476190476190477,0,0,0,0,1
0.7857142857142856,1,1,3,2,1
0.11904761904761901,1,1,1,0,0
0.02380952380952378,1,2,0,2,0
0.09523809523809518,0,2,2,2,0
0.07142857142857145,0,2,0,1,0
0.19047619047619052,1,2,1,1,1
0.5714285714285714,1,1,3,2,1
0.16666666666666669,0,0,1,2,2
0.3333333333333333,0,1,2,1,2
0.8095238095238095,1,0,1,0,3
0.5238095238095237,0,2,3,2,1
0.047619047619047616,1,0,0,0,0
0.14285714285714285,0,2,0,0,2
0.5952380952380951,1,1,3,0,0
0.42857142857142855,0,0,2,2,1
0.4761904761904761,0,2,3,2,1
0.6190476190476188,1,2,0,2,1
0.2619047619047619,1,0,1,0,1
0.976190476190476,1,0,2,2,3
0.21428571428571425,1,2,3,2,3
0.3333333333333333,1,0,3,1,3
0.8333333333333333,1,2,3,1,3
0.3095238095238095,1,0,0,1,3
0.11904761904761901,0,1,2,1,2
0.9047619047619047,0,1,3,2,1
0.8333333333333333,0,2,3,1,2
0.0,0,1,0,2,1
0.7142857142857142,0,0,3,1,1
0.8333333333333333,1,2,1,1,1
0.5238095238095237,1,2,2,2,1
0.6904761904761905,0,0,1,1,1
0.5476190476190477,1,2,0,2,1
0.21428571428571425,0,2,1,1,2
0.49999999999999994,0,2,3,1,3
0.49999999999999994,1,2,1,1,2
0.5238095238095237,0,1,1,0,1
0.8095238095238095,0,0,0,0,1
0.3333333333333333,0,0,3,0,2
0.6904761904761905,1,1,1,2,1
0.0,1,1,0,2,0
0.8095238095238095,1,1,1,0,0
0.5238095238095237,1,2,0,1,1
0.6904761904761905,0,0,3,1,3
0.11904761904761901,0,1,1,1,2
0.7142857142857142,0,0,0,2,2
0.7380952380952379,1,0,2,2,1
0.14285714285714285,0,1,3,2,1
0.7142857142857142,1,1,0,2,1
0.8095238095238095,0,1,2,0,1
0.8809523809523809,0,0,1,0,2
0.857142857142857,0,0,1,2,1
0.49999999999999994,1,0,3,2,3
0.7619047619047619,1,1,0,1,0
0.09523809523809518,1,0,1,1,0
0.4047619047619047,1,2,3,1,3
0.5714285714285714,1,1,1,0,1
0.42857142857142855,0,0,0,0,0
0.5714285714285714,0,0,1,1,2
0.11904761904761901,0,2,1,1,2
0.14285714285714285,0,1,3,1,0
0.8333333333333333,1,1,0,0,0
0.11904761904761901,1,2,0,1,0
0.11904761904761901,0,0,3,2,3
0.19047619047619052,1,2,2,1,0
0.23809523809523808,1,2,1,1,2
0.9047619047619047,0,2,0,0,0
0.5952380952380951,1,0,1,1,3
0.6428571428571428,0,2,2,2,1
0.28571428571428564,1,2,3,1,1
0.42857142857142855,1,0,3,1,3
0.2619047619047619,0,0,1,2,2
0.42857142857142855,0,2,1,0,1
0.35714285714285715,1,0,3,2,3
0.5714285714285714,0,2,1,2,1
0.7619047619047619,1,0,0,1,3
0.8095238095238095,0,1,3,2,1
0.23809523809523808,0,0,1,1,1
0.6428571428571428,0,1,0,1,0
0.7857142857142856,0,2,2,1,2
0.8809523809523809,0,2,0,1,0
0.6190476190476188,0,1,3,1,2
0.6904761904761905,0,0,1,1,2
0.6666666666666665,1,2,0,1,0
0.16666666666666669,0,2,0,2,1
0.35714285714285715,0,0,3,1,3
0.6904761904761905,0,2,3,0,3
0.6428571428571428,1,1,3,1,3
0.09523809523809518,0,0,3,1,2
0.6904761904761905,0,2,1,2,1
0.4761904761904761,1,0,1,2,3
0.5238095238095237,1,0,3,2,3
0.4523809523809524,0,0,3,1,2
0.4523809523809524,0,1,2,2,0
0.5714285714285714,1,0,3,2,3
0.2619047619047619,1,0,3,2,3
0.42857142857142855,0,1,2,1,2
0.5238095238095237,0,2,3,0,1
0.3333333333333333,1,1,2,0,2
0.23809523809523808,1,0,1,2,3
0.5155383438515968,0,2,2,2,1
0.047619047619047616,1,0,3,1,2
0.976190476190476,0,2,0,1,2
0.11904761904761901,1,1,3,0,3
0.8809523809523809,1,0,1,0,3
0.3095238095238095,0,1,2,2,2
0.8095238095238095,0,2,2,1,2
0.7619047619047619,0,1,1,0,1
0.976190476190476,0,0,3,0,2
0.4761904761904761,0,0,1,1,2
0.9523809523809523,1,0,1,1,3
0.9523809523809523,0,0,2,2,1
0.5476190476190477,1,2,2,2,0
0.11904761904761901,1,0,2,0,3
0.5952380952380951,0,2,3,1,2
0.42857142857142855,1,0,3,2,1
